Date,Category,Count
07/22/2023,Lodgy,336
07/22/2023,Logan,608
07/23/2023,Dokker,247
07/23/2023,Duster,469
07/23/2023,Jogger,383
07/23/2023,Lodgy,200
07/23/2023,Logan,350
07/24/2023,Dokker,325
07/24/2023,Duster,619
07/24/2023,Jogger,495
07/24/2023,Lodgy,209
07/24/2023,Logan,428
07/25/2023,Dokker,307
07/25/2023,Duster,543
07/25/2023,Jogger,404
07/25/2023,Lodgy,223
07/25/2023,Logan,446
07/26/2023,Dokker,336
07/26/2023,Duster,622
07/26/2023,Jogger,440
07/26/2023,Lodgy,244
07/26/2023,Logan,484
07/27/2023,Dokker,325
07/27/2023,Duster,631
07/27/2023,Jogger,514
07/27/2023,Lodgy,233
07/27/2023,Logan,504
07/28/2023,Dokker,395
07/28/2023,Duster,854
07/28/2023,Jogger,585
07/28/2023,Lodgy,306
07/28/2023,Logan,627
07/29/2023,Dokker,490
07/29/2023,Duster,870
07/29/2023,Jogger,640
07/29/2023,Lodgy,329
07/29/2023,Logan,650
07/30/2023,Dokker,248
07/30/2023,Duster,494
07/30/2023,Jogger,365
07/30/2023,Lodgy,193
07/30/2023,Logan,344
07/31/2023,Dokker,345
07/31/2023,Duster,572
07/31/2023,Jogger,456
07/31/2023,Lodgy,211
07/31/2023,Logan,450
08/01/2023,Dokker,269
08/01/2023,Duster,525
08/01/2023,Jogger,411
08/01/2023,Lodgy,192
08/01/2023,Logan,407
08/02/2023,Dokker,337
08/02/2023,Duster,595
08/02/2023,Jogger,501
08/02/2023,Lodgy,222
08/02/2023,Logan,467
08/03/2023,Dokker,370
08/03/2023,Duster,659
08/03/2023,Jogger,481
08/03/2023,Lodgy,237
08/03/2023,Logan,488
08/04/2023,Dokker,421
08/04/2023,Duster,809
08/04/2023,Jogger,620
08/04/2023,Lodgy,280
08/04/2023,Logan,650
08/05/2023,Dokker,423
08/05/2023,Duster,914
08/05/2023,Jogger,624
08/05/2023,Lodgy,335
08/05/2023,Logan,658
08/06/2023,Dokker,246
08/06/2023,Duster,508
08/06/2023,Jogger,393
08/06/2023,Lodgy,176
08/06/2023,Logan,345
08/07/2023,Dokker,332
08/07/2023,Duster,561
08/07/2023,Jogger,500
08/07/2023,Lodgy,233
08/07/2023,Logan,436
08/08/2023,Dokker,287
08/08/2023,Duster,552
08/08/2023,Jogger,408
08/08/2023,Lodgy,191
08/08/2023,Logan,406
08/09/2023,Dokker,297
08/09/2023,Duster,560
08/09/2023,Jogger,422
08/09/2023,Lodgy,230
08/09/2023,Logan,489
08/10/2023,Dokker,365
08/10/2023,Duster,741
08/10/2023,Jogger,551
08/10/2023,Lodgy,242
08/10/2023,Logan,463
08/11/2023,Dokker,388
08/11/2023,Duster,774
08/11/2023,Jogger,657
08/11/2023,Lodgy,307
08/11/2023,Logan,616
08/12/2023,Dokker,415
08/12/2023,Duster,911
08/12/2023,Jogger,738
08/12/2023,Lodgy,342
08/12/2023,Logan,715
08/13/2023,Dokker,242
08/13/2023,Duster,509
08/13/2023,Jogger,388
08/13/2023,Lodgy,193
08/13/2023,Logan,373
08/14/2023,Dokker,300
08/14/2023,Duster,577
08/14/2023,Jogger,437
08/14/2023,Lodgy,209
08/14/2023,Logan,502
08/15/2023,Dokker,319
08/15/2023,Duster,589
08/15/2023,Jogger,443
08/15/2023,Lodgy,213
08/15/2023,Logan,468
08/16/2023,Dokker,342
08/16/2023,Duster,596
08/16/2023,Jogger,469
08/16/2023,Lodgy,218
08/16/2023,Logan,477
08/17/2023,Dokker,344
08/17/2023,Duster,724
08/17/2023,Jogger,540
08/17/2023,Lodgy,234
08/17/2023,Logan,522
08/18/2023,Dokker,384
08/18/2023,Duster,785
08/18/2023,Jogger,605
08/18/2023,Lodgy,311
08/18/2023,Logan,595
08/19/2023,Dokker,425
08/19/2023,Duster,855
08/19/2023,Jogger,697
08/19/2023,Lodgy,312
08/19/2023,Logan,681
08/20/2023,Dokker,267
08/20/2023,Duster,568
08/20/2023,Jogger,417
08/20/2023,Lodgy,187
08/20/2023,Logan,351
08/21/2023,Dokker,305
08/21/2023,Duster,589
08/21/2023,Jogger,463
08/21/2023,Lodgy,224
08/21/2023,Logan,479
08/22/2023,Dokker,284
08/22/2023,Duster,598
08/22/2023,Jogger,420
08/22/2023,Lodgy,211
08/22/2023,Logan,437
08/23/2023,Dokker,338
08/23/2023,Duster,584
08/23/2023,Jogger,464
08/23/2023,Lodgy,216
08/23/2023,Logan,415
08/24/2023,Dokker,358
08/24/2023,Duster,674
08/24/2023,Jogger,566
08/24/2023,Lodgy,255
08/24/2023,Logan,534
08/25/2023,Dokker,427
08/25/2023,Duster,812
08/25/2023,Jogger,686
08/25/2023,Lodgy,264
08/25/2023,Logan,601
08/26/2023,Dokker,428
08/26/2023,Duster,835
08/26/2023,Jogger,646
08/26/2023,Lodgy,341
08/26/2023,Logan,676
08/27/2023,Dokker,246
08/27/2023,Duster,553
08/27/2023,Jogger,409
08/27/2023,Lodgy,169
08/27/2023,Logan,348
08/28/2023,Dokker,308
08/28/2023,Duster,613
08/28/2023,Jogger,490
08/28/2023,Lodgy,216
08/28/2023,Logan,461
08/29/2023,Dokker,297
08/29/2023,Duster,618
08/29/2023,Jogger,427
08/29/2023,Lodgy,193
08/29/2023,Logan,454
08/30/2023,Dokker,288
08/30/2023,Duster,621
08/30/2023,Jogger,435
08/30/2023,Lodgy,210
08/30/2023,Logan,421
08/31/2023,Dokker,342
08/31/2023,Duster,675
08/31/2023,Jogger,479
08/31/2023,Lodgy,244
08/31/2023,Logan,479
09/01/2023,Dokker,457
09/01/2023,Duster,902
09/01/2023,Jogger,632
09/01/2023,Lodgy,284
09/01/2023,Logan,624
09/02/2023,Dokker,468
09/02/2023,Duster,869
09/02/2023,Jogger,706
09/02/2023,Lodgy,323
09/02/2023,Logan,664
09/03/2023,Dokker,285
09/03/2023,Duster,468
09/03/2023,Jogger,390
09/03/2023,Lodgy,178
09/03/2023,Logan,408
09/04/2023,Dokker,323
09/04/2023,Duster,576
09/04/2023,Jogger,514
09/04/2023,Lodgy,238
09/04/2023,Logan,439
09/05/2023,Dokker,277
09/05/2023,Duster,577
09/05/2023,Jogger,408
09/05/2023,Lodgy,199
09/05/2023,Logan,407
09/06/2023,Dokker,323
09/06/2023,Duster,621
09/06/2023,Jogger,519
09/06/2023,Lodgy,215
09/06/2023,Logan,487
09/07/2023,Dokker,334
09/07/2023,Duster,728
09/07/2023,Jogger,545
09/07/2023,Lodgy,258
09/07/2023,Logan,549
09/08/2023,Dokker,409
09/08/2023,Duster,895
09/08/2023,Jogger,675
09/08/2023,Lodgy,310
09/08/2023,Logan,662
09/09/2023,Dokker,479
09/09/2023,Duster,863
09/09/2023,Jogger,729
09/09/2023,Lodgy,336
09/09/2023,Logan,643
09/10/2023,Dokker,240
09/10/2023,Duster,556
09/10/2023,Jogger,358
09/10/2023,Lodgy,184
09/10/2023,Logan,365
09/11/2023,Dokker,314
09/11/2023,Duster,678
09/11/2023,Jogger,449
09/11/2023,Lodgy,226
09/11/2023,Logan,425
09/12/2023,Dokker,309
09/12/2023,Duster,590
09/12/2023,Jogger,465
09/12/2023,Lodgy,221
09/12/2023,Logan,425
09/13/2023,Dokker,325
09/13/2023,Duster,646
09/13/2023,Jogger,519
09/13/2023,Lodgy,196
09/13/2023,Logan,488
09/14/2023,Dokker,324
09/14/2023,Duster,758
09/14/2023,Jogger,533
09/14/2023,Lodgy,252
09/14/2023,Logan,517
09/15/2023,Dokker,380
09/15/2023,Duster,866
09/15/2023,Jogger,672
09/15/2023,Lodgy,261
09/15/2023,Logan,642
09/16/2023,Dokker,467
09/16/2023,Duster,991
09/16/2023,Jogger,632
09/16/2023,Lodgy,290
09/16/2023,Logan,612
09/17/2023,Dokker,260
09/17/2023,Duster,516
09/17/2023,Jogger,371
09/17/2023,Lodgy,194
09/17/2023,Logan,366
09/18/2023,Dokker,307
09/18/2023,Duster,684
09/18/2023,Jogger,510
09/18/2023,Lodgy,236
09/18/2023,Logan,420
09/19/2023,Dokker,272
09/19/2023,Duster,595
09/19/2023,Jogger,455
09/19/2023,Lodgy,199
09/19/2023,Logan,445
09/20/2023,Dokker,330
09/20/2023,Duster,663
09/20/2023,Jogger,456
09/20/2023,Lodgy,236
09/20/2023,Logan,469
09/21/2023,Dokker,362
09/21/2023,Duster,765
09/21/2023,Jogger,523
09/21/2023,Lodgy,221
09/21/2023,Logan,466
09/22/2023,Dokker,395
09/22/2023,Duster,857
09/22/2023,Jogger,669
09/22/2023,Lodgy,262
09/22/2023,Logan,669
09/23/2023,Dokker,470
09/23/2023,Duster,863
09/23/2023,Jogger,654
09/23/2023,Lodgy,293
09/23/2023,Logan,660
09/24/2023,Dokker,236
09/24/2023,Duster,499
09/24/2023,Jogger,371
09/24/2023,Lodgy,169
09/24/2023,Logan,379
09/25/2023,Dokker,316
09/25/2023,Duster,623
09/25/2023,Jogger,524
09/25/2023,Lodgy,208
09/25/2023,Logan,481
09/26/2023,Dokker,317
09/26/2023,Duster,647
09/26/2023,Jogger,484
09/26/2023,Lodgy,205
09/26/2023,Logan,432
09/27/2023,Dokker,306
09/27/2023,Duster,610
09/27/2023,Jogger,502
09/27/2023,Lodgy,200
09/27/2023,Logan,422
09/28/2023,Dokker,330
09/28/2023,Duster,717
09/28/2023,Jogger,504
09/28/2023,Lodgy,250
09/28/2023,Logan,502
09/29/2023,Dokker,405
09/29/2023,Duster,825
09/29/2023,Jogger,632
09/29/2023,Lodgy,283
09/29/2023,Logan,579
09/30/2023,Dokker,438
09/30/2023,Duster,887
09/30/2023,Jogger,756
09/30/2023,Lodgy,293
09/30/2023,Logan,677
10/01/2023,Dokker,321
10/01/2023,Duster,736
10/01/2023,Jogger,558
10/01/2023,Lodgy,210
10/01/2023,Logan,444
10/02/2023,Dokker,382
10/02/2023,Duster,853
10/02/2023,Jogger,575
10/02/2023,Lodgy,248
10/02/2023,Logan,640
10/03/2023,Dokker,345
10/03/2023,Duster,692
10/03/2023,Jogger,572
10/03/2023,Lodgy,282
10/03/2023,Logan,560
10/04/2023,Dokker,418
10/04/2023,Duster,769
10/04/2023,Jogger,586
10/04/2023,Lodgy,258
10/04/2023,Logan,574
10/05/2023,Dokker,439
10/05/2023,Duster,855
10/05/2023,Jogger,675
10/05/2023,Lodgy,310
10/05/2023,Logan,694
10/06/2023,Dokker,554
10/06/2023,Duster,989
10/06/2023,Jogger,872
10/06/2023,Lodgy,381
10/06/2023,Logan,863
10/07/2023,Dokker,622
10/07/2023,Duster,999
10/07/2023,Jogger,905
10/07/2023,Lodgy,360
10/07/2023,Logan,775
10/08/2023,Dokker,314
10/08/2023,Duster,633
10/08/2023,Jogger,506
10/08/2023,Lodgy,224
10/08/2023,Logan,466
10/09/2023,Dokker,434
10/09/2023,Duster,756
10/09/2023,Jogger,663
10/09/2023,Lodgy,287
10/09/2023,Logan,625
10/10/2023,Dokker,403
10/10/2023,Duster,763
10/10/2023,Jogger,618
10/10/2023,Lodgy,234
10/10/2023,Logan,520
10/11/2023,Dokker,415
10/11/2023,Duster,771
10/11/2023,Jogger,558
10/11/2023,Lodgy,251
10/11/2023,Logan,619
10/12/2023,Dokker,407
10/12/2023,Duster,929
10/12/2023,Jogger,664
10/12/2023,Lodgy,332
10/12/2023,Logan,707
10/13/2023,Dokker,497
10/13/2023,Duster,999
10/13/2023,Jogger,859
10/13/2023,Lodgy,378
10/13/2023,Logan,763
10/14/2023,Dokker,585
10/14/2023,Duster,999
10/14/2023,Jogger,976
10/14/2023,Lodgy,380
10/14/2023,Logan,824
10/15/2023,Dokker,357
10/15/2023,Duster,713
10/15/2023,Jogger,547
10/15/2023,Lodgy,235
10/15/2023,Logan,492
10/16/2023,Dokker,415
10/16/2023,Duster,891
10/16/2023,Jogger,622
10/16/2023,Lodgy,292
10/16/2023,Logan,552
10/17/2023,Dokker,385
10/17/2023,Duster,749
10/17/2023,Jogger,590
10/17/2023,Lodgy,235
10/17/2023,Logan,580
10/18/2023,Dokker,410
10/18/2023,Duster,762
10/18/2023,Jogger,603
10/18/2023,Lodgy,297
10/18/2023,Logan,626
10/19/2023,Dokker,444
10/19/2023,Duster,926
10/19/2023,Jogger,647
10/19/2023,Lodgy,333
10/19/2023,Logan,607
10/20/2023,Dokker,497
10/20/2023,Duster,999
10/20/2023,Jogger,816
10/20/2023,Lodgy,349
10/20/2023,Logan,760
10/21/2023,Dokker,567
10/21/2023,Duster,999
10/21/2023,Jogger,925
10/21/2023,Lodgy,389
10/21/2023,Logan,839
10/22/2023,Dokker,319
10/22/2023,Duster,690
10/22/2023,Jogger,498
10/22/2023,Lodgy,207
10/22/2023,Logan,528
10/23/2023,Dokker,408
10/23/2023,Duster,849
10/23/2023,Jogger,589
10/23/2023,Lodgy,271
10/23/2023,Logan,601
10/24/2023,Dokker,379
10/24/2023,Duster,825
10/24/2023,Jogger,537
10/24/2023,Lodgy,257
10/24/2023,Logan,508
10/25/2023,Dokker,403
10/25/2023,Duster,865
10/25/2023,Jogger,615
10/25/2023,Lodgy,257
10/25/2023,Logan,562
10/26/2023,Dokker,427
10/26/2023,Duster,926
10/26/2023,Jogger,626
10/26/2023,Lodgy,300
10/26/2023,Logan,649
10/27/2023,Dokker,531
10/27/2023,Duster,999
10/27/2023,Jogger,880
10/27/2023,Lodgy,371
10/27/2023,Logan,748
10/28/2023,Dokker,613
10/28/2023,Duster,999
10/28/2023,Jogger,812
10/28/2023,Lodgy,371
10/28/2023,Logan,832
10/29/2023,Dokker,342
10/29/2023,Duster,615
10/29/2023,Jogger,544
10/29/2023,Lodgy,236
10/29/2023,Logan,519
10/30/2023,Dokker,394
10/30/2023,Duster,818
10/30/2023,Jogger,640
10/30/2023,Lodgy,274
10/30/2023,Logan,535
10/31/2023,Dokker,378
10/31/2023,Duster,812
10/31/2023,Jogger,617
10/31/2023,Lodgy,247
10/31/2023,Logan,614
11/01/2023,Dokker,388
11/01/2023,Duster,746
11/01/2023,Jogger,618
11/01/2023,Lodgy,254
11/01/2023,Logan,615
11/02/2023,Dokker,458
11/02/2023,Duster,850
11/02/2023,Jogger,715
11/02/2023,Lodgy,306
11/02/2023,Logan,646
11/03/2023,Dokker,571
11/03/2023,Duster,999
11/03/2023,Jogger,855
11/03/2023,Lodgy,345
11/03/2023,Logan,836
11/04/2023,Dokker,595
11/04/2023,Duster,999
11/04/2023,Jogger,817
11/04/2023,Lodgy,365
11/04/2023,Logan,781
11/05/2023,Dokker,353
11/05/2023,Duster,641
11/05/2023,Jogger,552
11/05/2023,Lodgy,213
11/05/2023,Logan,489
11/06/2023,Dokker,398
11/06/2023,Duster,868
11/06/2023,Jogger,632
11/06/2023,Lodgy,259
11/06/2023,Logan,540
11/07/2023,Dokker,410
11/07/2023,Duster,755
11/07/2023,Jogger,561
11/07/2023,Lodgy,264
11/07/2023,Logan,595
11/08/2023,Dokker,394
11/08/2023,Duster,735
11/08/2023,Jogger,601
11/08/2023,Lodgy,276
11/08/2023,Logan,606
11/09/2023,Dokker,459
11/09/2023,Duster,889
11/09/2023,Jogger,693
11/09/2023,Lodgy,294
11/09/2023,Logan,621
11/10/2023,Dokker,529
11/10/2023,Duster,981
11/10/2023,Jogger,801
11/10/2023,Lodgy,337
11/10/2023,Logan,741
11/11/2023,Dokker,605
11/11/2023,Duster,999
11/11/2023,Jogger,826
11/11/2023,Lodgy,400
11/11/2023,Logan,787
11/12/2023,Dokker,348
11/12/2023,Duster,639
11/12/2023,Jogger,531
11/12/2023,Lodgy,221
11/12/2023,Logan,506
11/13/2023,Dokker,389
11/13/2023,Duster,844
11/13/2023,Jogger,593
11/13/2023,Lodgy,267
11/13/2023,Logan,558
11/14/2023,Dokker,403
11/14/2023,Duster,816
11/14/2023,Jogger,591
11/14/2023,Lodgy,278
11/14/2023,Logan,583
11/15/2023,Dokker,399
11/15/2023,Duster,882
11/15/2023,Jogger,623
11/15/2023,Lodgy,290
11/15/2023,Logan,588
11/16/2023,Dokker,454
11/16/2023,Duster,893
11/16/2023,Jogger,734
11/16/2023,Lodgy,292
11/16/2023,Logan,598
11/17/2023,Dokker,514
11/17/2023,Duster,998
11/17/2023,Jogger,869
11/17/2023,Lodgy,382
11/17/2023,Logan,830
11/18/2023,Dokker,607
11/18/2023,Duster,999
11/18/2023,Jogger,922
11/18/2023,Lodgy,428
11/18/2023,Logan,881
11/19/2023,Dokker,352
11/19/2023,Duster,713
11/19/2023,Jogger,525
11/19/2023,Lodgy,213
11/19/2023,Logan,455
11/20/2023,Dokker,419
11/20/2023,Duster,895
11/20/2023,Jogger,599
11/20/2023,Lodgy,263
11/20/2023,Logan,577
11/21/2023,Dokker,391
11/21/2023,Duster,840
11/21/2023,Jogger,611
11/21/2023,Lodgy,234
11/21/2023,Logan,526
11/22/2023,Dokker,396
11/22/2023,Duster,739
11/22/2023,Jogger,606
11/22/2023,Lodgy,273
11/22/2023,Logan,612
11/23/2023,Dokker,444
11/23/2023,Duster,928
11/23/2023,Jogger,639
11/23/2023,Lodgy,284
11/23/2023,Logan,598
11/24/2023,Dokker,518
11/24/2023,Duster,999
11/24/2023,Jogger,844
11/24/2023,Lodgy,376
11/24/2023,Logan,767
11/25/2023,Dokker,517
11/25/2023,Duster,999
11/25/2023,Jogger,978
11/25/2023,Lodgy,421
11/25/2023,Logan,900
11/26/2023,Dokker,348
11/26/2023,Duster,659
11/26/2023,Jogger,544
11/26/2023,Lodgy,202
11/26/2023,Logan,502
11/27/2023,Dokker,407
11/27/2023,Duster,769
11/27/2023,Jogger,650
11/27/2023,Lodgy,274
11/27/2023,Logan,647
11/28/2023,Dokker,383
11/28/2023,Duster,838
11/28/2023,Jogger,586
11/28/2023,Lodgy,269
11/28/2023,Logan,605
11/29/2023,Dokker,362
11/29/2023,Duster,769
11/29/2023,Jogger,618
11/29/2023,Lodgy,279
11/29/2023,Logan,537
11/30/2023,Dokker,425
11/30/2023,Duster,830
11/30/2023,Jogger,775
11/30/2023,Lodgy,277
11/30/2023,Logan,703
12/01/2023,Dokker,495
12/01/2023,Duster,999
12/01/2023,Jogger,850
12/01/2023,Lodgy,343
12/01/2023,Logan,760
12/02/2023,Dokker,544
12/02/2023,Duster,999
12/02/2023,Jogger,944
12/02/2023,Lodgy,379
12/02/2023,Logan,780
12/03/2023,Dokker,299
12/03/2023,Duster,640
12/03/2023,Jogger,505
12/03/2023,Lodgy,231
12/03/2023,Logan,468
12/04/2023,Dokker,425
12/04/2023,Duster,827
12/04/2023,Jogger,687
12/04/2023,Lodgy,254
12/04/2023,Logan,554
12/05/2023,Dokker,356
12/05/2023,Duster,842
12/05/2023,Jogger,557
12/05/2023,Lodgy,237
12/05/2023,Logan,545
12/06/2023,Dokker,380
12/06/2023,Duster,822
12/06/2023,Jogger,591
12/06/2023,Lodgy,240
12/06/2023,Logan,636
12/07/2023,Dokker,448
12/07/2023,Duster,914
12/07/2023,Jogger,694
12/07/2023,Lodgy,298
12/07/2023,Logan,677
12/08/2023,Dokker,547
12/08/2023,Duster,999
12/08/2023,Jogger,921
12/08/2023,Lodgy,352
12/08/2023,Logan,796
12/09/2023,Dokker,614
12/09/2023,Duster,999
12/09/2023,Jogger,999
12/09/2023,Lodgy,388
12/09/2023,Logan,927
12/10/2023,Dokker,329
12/10/2023,Duster,749
12/10/2023,Jogger,509
12/10/2023,Lodgy,206
12/10/2023,Logan,515
12/11/2023,Dokker,387
12/11/2023,Duster,878
12/11/2023,Jogger,675
12/11/2023,Lodgy,243
12/11/2023,Logan,616
12/12/2023,Dokker,371
12/12/2023,Duster,841
12/12/2023,Jogger,572
12/12/2023,Lodgy,261
12/12/2023,Logan,552
12/13/2023,Dokker,415
12/13/2023,Duster,785
12/13/2023,Jogger,625
12/13/2023,Lodgy,266
12/13/2023,Logan,588
12/14/2023,Dokker,473
12/14/2023,Duster,927
12/14/2023,Jogger,718
12/14/2023,Lodgy,301
12/14/2023,Logan,613
12/15/2023,Dokker,713
12/15/2023,Duster,999
12/15/2023,Jogger,999
12/15/2023,Lodgy,433
12/15/2023,Logan,999
12/16/2023,Dokker,802
12/16/2023,Duster,999
12/16/2023,Jogger,999
12/16/2023,Lodgy,476
12/16/2023,Logan,999
12/17/2023,Dokker,397
12/17/2023,Duster,876
12/17/2023,Jogger,746
12/17/2023,Lodgy,274
12/17/2023,Logan,700
12/18/2023,Dokker,516
12/18/2023,Duster,999
12/18/2023,Jogger,859
12/18/2023,Lodgy,336
12/18/2023,Logan,755
12/19/2023,Dokker,498
12/19/2023,Duster,989
12/19/2023,Jogger,840
12/19/2023,Lodgy,300
12/19/2023,Logan,726
12/20/2023,Dokker,562
12/20/2023,Duster,999
12/20/2023,Jogger,835
12/20/2023,Lodgy,366
12/20/2023,Logan,839
12/21/2023,Dokker,609
12/21/2023,Duster,999
12/21/2023,Jogger,893
12/21/2023,Lodgy,414
12/21/2023,Logan,799
12/22/2023,Dokker,688
12/22/2023,Duster,999
12/22/2023,Jogger,999
12/22/2023,Lodgy,434
12/22/2023,Logan,999
12/23/2023,Dokker,765
12/23/2023,Duster,999
12/23/2023,Jogger,999
12/23/2023,Lodgy,472
12/23/2023,Logan,999
12/24/2023,Dokker,461
12/24/2023,Duster,908
12/24/2023,Jogger,722
12/24/2023,Lodgy,294
12/24/2023,Logan,644
12/25/2023,Dokker,552
12/25/2023,Duster,999
12/25/2023,Jogger,803
12/25/2023,Lodgy,323
12/25/2023,Logan,717
12/26/2023,Dokker,441
12/26/2023,Duster,934
12/26/2023,Jogger,748
12/26/2023,Lodgy,356
12/26/2023,Logan,719
12/27/2023,Dokker,512
12/27/2023,Duster,999
12/27/2023,Jogger,853
12/27/2023,Lodgy,316
12/27/2023,Logan,726
12/28/2023,Dokker,556
12/28/2023,Duster,999
12/28/2023,Jogger,955
12/28/2023,Lodgy,391
12/28/2023,Logan,938
12/29/2023,Dokker,644
12/29/2023,Duster,999
12/29/2023,Jogger,999
12/29/2023,Lodgy,486
12/29/2023,Logan,999
12/30/2023,Dokker,807
12/30/2023,Duster,999
12/30/2023,Jogger,999
12/30/2023,Lodgy,487
12/30/2023,Logan,999
12/31/2023,Dokker,424
12/31/2023,Duster,934
12/31/2023,Jogger,668
12/31/2023,Lodgy,296
12/31/2023,Logan,701
01/01/2024,Dokker,345
01/01/2024,Duster,758
01/01/2024,Jogger,641
01/01/2024,Lodgy,241
01/01/2024,Logan,579
01/02/2024,Dokker,338
01/02/2024,Duster,764
01/02/2024,Jogger,625
01/02/2024,Lodgy,262
01/02/2024,Logan,587
01/03/2024,Dokker,384
01/03/2024,Duster,724
01/03/2024,Jogger,568
01/03/2024,Lodgy,246
01/03/2024,Logan,553
01/04/2024,Dokker,430
01/04/2024,Duster,801
01/04/2024,Jogger,626
01/04/2024,Lodgy,271
01/04/2024,Logan,697
01/05/2024,Dokker,487
01/05/2024,Duster,999
01/05/2024,Jogger,854
01/05/2024,Lodgy,324
01/05/2024,Logan,841
01/06/2024,Dokker,591
01/06/2024,Duster,999
01/06/2024,Jogger,882
01/06/2024,Lodgy,362
01/06/2024,Logan,793
01/07/2024,Dokker,323
01/07/2024,Duster,618
01/07/2024,Jogger,495
01/07/2024,Lodgy,206
01/07/2024,Logan,488
01/08/2024,Dokker,359
01/08/2024,Duster,843
01/08/2024,Jogger,614
01/08/2024,Lodgy,228
01/08/2024,Logan,618
01/09/2024,Dokker,328
01/09/2024,Duster,808
01/09/2024,Jogger,550
01/09/2024,Lodgy,226
01/09/2024,Logan,573
01/10/2024,Dokker,370
01/10/2024,Duster,791
01/10/2024,Jogger,628
01/10/2024,Lodgy,271
01/10/2024,Logan,547
01/11/2024,Dokker,301
01/11/2024,Duster,706
01/11/2024,Jogger,569
01/11/2024,Lodgy,209
01/11/2024,Logan,524
01/12/2024,Dokker,364
01/12/2024,Duster,843
01/12/2024,Jogger,673
01/12/2024,Lodgy,272
01/12/2024,Logan,637
01/13/2024,Dokker,459
01/13/2024,Duster,947
01/13/2024,Jogger,728
01/13/2024,Lodgy,273
01/13/2024,Logan,606
01/14/2024,Dokker,219
01/14/2024,Duster,561
01/14/2024,Jogger,398
01/14/2024,Lodgy,155
01/14/2024,Logan,355
01/15/2024,Dokker,298
01/15/2024,Duster,592
01/15/2024,Jogger,437
01/15/2024,Lodgy,184
01/15/2024,Logan,486
01/16/2024,Dokker,251
01/16/2024,Duster,552
01/16/2024,Jogger,489
01/16/2024,Lodgy,168
01/16/2024,Logan,454
01/17/2024,Dokker,318
01/17/2024,Duster,599
01/17/2024,Jogger,464
01/17/2024,Lodgy,202
01/17/2024,Logan,408
01/18/2024,Dokker,320
01/18/2024,Duster,755
01/18/2024,Jogger,504
01/18/2024,Lodgy,226
01/18/2024,Logan,455
01/19/2024,Dokker,400
01/19/2024,Duster,877
01/19/2024,Jogger,625
01/19/2024,Lodgy,239
01/19/2024,Logan,631
01/20/2024,Dokker,386
01/20/2024,Duster,814
01/20/2024,Jogger,738
01/20/2024,Lodgy,303
01/20/2024,Logan,589
01/21/2024,Dokker,260
01/21/2024,Duster,517
01/21/2024,Jogger,427
01/21/2024,Lodgy,158
01/21/2024,Logan,337
01/22/2024,Dokker,289
01/22/2024,Duster,647
01/22/2024,Jogger,473
01/22/2024,Lodgy,174
01/22/2024,Logan,468
01/23/2024,Dokker,251
01/23/2024,Duster,640
01/23/2024,Jogger,427
01/23/2024,Lodgy,181
01/23/2024,Logan,429
01/24/2024,Dokker,293
01/24/2024,Duster,639
01/24/2024,Jogger,467
01/24/2024,Lodgy,186
01/24/2024,Logan,408
01/25/2024,Dokker,345
01/25/2024,Duster,757
01/25/2024,Jogger,553
01/25/2024,Lodgy,218
01/25/2024,Logan,461
01/26/2024,Dokker,409
01/26/2024,Duster,882
01/26/2024,Jogger,703
01/26/2024,Lodgy,255
01/26/2024,Logan,614
01/27/2024,Dokker,395
01/27/2024,Duster,946
01/27/2024,Jogger,756
01/27/2024,Lodgy,259
01/27/2024,Logan,634
01/28/2024,Dokker,262
01/28/2024,Duster,530
01/28/2024,Jogger,416
01/28/2024,Lodgy,154
01/28/2024,Logan,333
01/29/2024,Dokker,307
01/29/2024,Duster,637
01/29/2024,Jogger,525
01/29/2024,Lodgy,208
01/29/2024,Logan,462
01/30/2024,Dokker,288
01/30/2024,Duster,590
01/30/2024,Jogger,449
01/30/2024,Lodgy,185
01/30/2024,Logan,417
01/31/2024,Dokker,315
01/31/2024,Duster,629
01/31/2024,Jogger,505
01/31/2024,Lodgy,203
01/31/2024,Logan,457
02/01/2024,Dokker,317
02/01/2024,Duster,732
02/01/2024,Jogger,547
02/01/2024,Lodgy,221
02/01/2024,Logan,475
02/02/2024,Dokker,416
02/02/2024,Duster,825
02/02/2024,Jogger,708
02/02/2024,Lodgy,258
02/02/2024,Logan,603
02/03/2024,Dokker,392
02/03/2024,Duster,845
02/03/2024,Jogger,769
02/03/2024,Lodgy,281
02/03/2024,Logan,688
02/04/2024,Dokker,219
02/04/2024,Duster,543
02/04/2024,Jogger,396
02/04/2024,Lodgy,169
02/04/2024,Logan,397
02/05/2024,Dokker,296
02/05/2024,Duster,654
02/05/2024,Jogger,439
02/05/2024,Lodgy,202
02/05/2024,Logan,443
02/06/2024,Dokker,271
02/06/2024,Duster,548
02/06/2024,Jogger,431
02/06/2024,Lodgy,175
02/06/2024,Logan,379
02/07/2024,Dokker,267
02/07/2024,Duster,650
02/07/2024,Jogger,493
02/07/2024,Lodgy,199
02/07/2024,Logan,410
02/08/2024,Dokker,351
02/08/2024,Duster,647
02/08/2024,Jogger,591
02/08/2024,Lodgy,205
02/08/2024,Logan,480
02/09/2024,Dokker,406
02/09/2024,Duster,897
02/09/2024,Jogger,621
02/09/2024,Lodgy,266
02/09/2024,Logan,580
02/10/2024,Dokker,436
